timestamp,video_path,time_frame_extraction,time_object_detection,fe_total_frames_in_video,fe_frames_extracted,fe_frames_dropped,fe_frame_drop_ratio,od_class_distribution,od_images_processed,od_total_detections,od_detections_per_frame_avg
2025-06-23 02:22:39,input/sample_video.mp4,27.65975284576416,37.210724115371704,4271,143,0,0.0,"{""cat"": 11, ""bird"": 58, ""sheep"": 31, ""person"": 34, ""cow"": 36, ""apple"": 2, ""dog"": 45, ""kite"": 9, ""frisbee"": 4, ""elephant"": 1, ""horse"": 21, ""bear"": 1, ""chair"": 1, ""sports ball"": 6, ""umbrella"": 4, ""giraffe"": 1}",143,265,1.8531468531468531
